t;f ;; t;y ;; t;g ;; t;z ;; t;fx;fy ;; t;cx;cy ;; t;Cx;Cy
2.300 ; 0.505 ;; 2.300 ; Infinity ;; 2.300 ; 0.505 ;; 2.300 ; NaN ;; 2.300 ; 0.405 ; 0.098 ;; 2.300 ; -0.681 ; 0.748 ;; 2.300 ; -0.674 ; 0.739
2.310 ; 0.505 ;; 2.310 ; Infinity ;; 2.310 ; 0.505 ;; 2.310 ; NaN ;; 2.310 ; 0.404 ; 0.097 ;; 2.310 ; -0.689 ; 0.741 ;; 2.310 ; -0.681 ; 0.732
2.320 ; 0.505 ;; 2.320 ; Infinity ;; 2.320 ; 0.505 ;; 2.320 ; NaN ;; 2.320 ; 0.404 ; 0.096 ;; 2.320 ; -0.696 ; 0.734 ;; 2.320 ; -0.688 ; 0.725
2.330 ; 0.504 ;; 2.330 ; Infinity ;; 2.330 ; 0.505 ;; 2.330 ; NaN ;; 2.330 ; 0.404 ; 0.095 ;; 2.330 ; -0.704 ; 0.727 ;; 2.330 ; -0.696 ; 0.718
2.340 ; 0.504 ;; 2.340 ; Infinity ;; 2.340 ; 0.505 ;; 2.340 ; NaN ;; 2.340 ; 0.403 ; 0.094 ;; 2.340 ; -0.711 ; 0.720 ;; 2.340 ; -0.703 ; 0.711
2.350 ; 0.504 ;; 2.350 ; Infinity ;; 2.350 ; 0.505 ;; 2.350 ; NaN ;; 2.350 ; 0.403 ; 0.093 ;; 2.350 ; -0.718 ; 0.713 ;; 2.350 ; -0.710 ; 0.704
2.360 ; 0.504 ;; 2.360 ; Infinity ;; 2.360 ; 0.505 ;; 2.360 ; NaN ;; 2.360 ; 0.402 ; 0.092 ;; 2.360 ; -0.725 ; 0.706 ;; 2.360 ; -0.717 ; 0.697
2.370 ; 0.504 ;; 2.370 ; Infinity ;; 2.370 ; 0.504 ;; 2.370 ; NaN ;; 2.370 ; 0.402 ; 0.091 ;; 2.370 ; -0.732 ; 0.698 ;; 2.370 ; -0.724 ; 0.690
2.380 ; 0.504 ;; 2.380 ; Infinity ;; 2.380 ; 0.504 ;; 2.380 ; NaN ;; 2.380 ; 0.402 ; 0.091 ;; 2.380 ; -0.739 ; 0.691 ;; 2.380 ; -0.731 ; 0.683
2.390 ; 0.504 ;; 2.390 ; Infinity ;; 2.390 ; 0.504 ;; 2.390 ; NaN ;; 2.390 ; 0.401 ; 0.090 ;; 2.390 ; -0.746 ; 0.684 ;; 2.390 ; -0.737 ; 0.675
2.400 ; 0.504 ;; 2.400 ; Infinity ;; 2.400 ; 0.504 ;; 2.400 ; NaN ;; 2.400 ; 0.401 ; 0.089 ;; 2.400 ; -0.753 ; 0.676 ;; 2.400 ; -0.744 ; 0.668
2.410 ; 0.504 ;; 2.410 ; Infinity ;; 2.410 ; 0.504 ;; 2.410 ; NaN ;; 2.410 ; 0.401 ; 0.088 ;; 2.410 ; -0.760 ; 0.669 ;; 2.410 ; -0.751 ; 0.661
2.420 ; 0.504 ;; 2.420 ; Infinity ;; 2.420 ; 0.504 ;; 2.420 ; NaN ;; 2.420 ; 0.400 ; 0.087 ;; 2.420 ; -0.767 ; 0.661 ;; 2.420 ; -0.757 ; 0.653
2.430 ; 0.504 ;; 2.430 ; Infinity ;; 2.430 ; 0.504 ;; 2.430 ; NaN ;; 2.430 ; 0.400 ; 0.086 ;; 2.430 ; -0.773 ; 0.653 ;; 2.430 ; -0.764 ; 0.645
2.440 ; 0.504 ;; 2.440 ; Infinity ;; 2.440 ; 0.504 ;; 2.440 ; NaN ;; 2.440 ; 0.400 ; 0.085 ;; 2.440 ; -0.780 ; 0.646 ;; 2.440 ; -0.770 ; 0.638
2.450 ; 0.503 ;; 2.450 ; Infinity ;; 2.450 ; 0.504 ;; 2.450 ; NaN ;; 2.450 ; 0.399 ; 0.084 ;; 2.450 ; -0.786 ; 0.638 ;; 2.450 ; -0.777 ; 0.630
2.460 ; 0.503 ;; 2.460 ; Infinity ;; 2.460 ; 0.504 ;; 2.460 ; NaN ;; 2.460 ; 0.399 ; 0.084 ;; 2.460 ; -0.793 ; 0.630 ;; 2.460 ; -0.783 ; 0.622
2.470 ; 0.503 ;; 2.470 ; Infinity ;; 2.470 ; 0.504 ;; 2.470 ; NaN ;; 2.470 ; 0.399 ; 0.083 ;; 2.470 ; -0.799 ; 0.622 ;; 2.470 ; -0.789 ; 0.614
2.480 ; 0.503 ;; 2.480 ; Infinity ;; 2.480 ; 0.504 ;; 2.480 ; NaN ;; 2.480 ; 0.398 ; 0.082 ;; 2.480 ; -0.805 ; 0.614 ;; 2.480 ; -0.795 ; 0.606
2.490 ; 0.503 ;; 2.490 ; Infinity ;; 2.490 ; 0.504 ;; 2.490 ; NaN ;; 2.490 ; 0.398 ; 0.081 ;; 2.490 ; -0.811 ; 0.606 ;; 2.490 ; -0.801 ; 0.598
2.500 ; 0.503 ;; 2.500 ; Infinity ;; 2.500 ; 0.503 ;; 2.500 ; NaN ;; 2.500 ; 0.398 ; 0.080 ;; 2.500 ; -0.817 ; 0.598 ;; 2.500 ; -0.807 ; 0.590
2.510 ; 0.503 ;; 2.510 ; Infinity ;; 2.510 ; 0.503 ;; 2.510 ; NaN ;; 2.510 ; 0.397 ; 0.079 ;; 2.510 ; -0.823 ; 0.590 ;; 2.510 ; -0.813 ; 0.582
2.520 ; 0.503 ;; 2.520 ; Infinity ;; 2.520 ; 0.503 ;; 2.520 ; NaN ;; 2.520 ; 0.397 ; 0.079 ;; 2.520 ; -0.829 ; 0.582 ;; 2.520 ; -0.819 ; 0.574
2.530 ; 0.503 ;; 2.530 ; Infinity ;; 2.530 ; 0.503 ;; 2.530 ; NaN ;; 2.530 ; 0.397 ; 0.078 ;; 2.530 ; -0.835 ; 0.573 ;; 2.530 ; -0.824 ; 0.566
2.540 ; 0.503 ;; 2.540 ; Infinity ;; 2.540 ; 0.503 ;; 2.540 ; NaN ;; 2.540 ; 0.396 ; 0.077 ;; 2.540 ; -0.841 ; 0.565 ;; 2.540 ; -0.830 ; 0.558
2.550 ; 0.503 ;; 2.550 ; Infinity ;; 2.550 ; 0.503 ;; 2.550 ; NaN ;; 2.550 ; 0.396 ; 0.076 ;; 2.550 ; -0.846 ; 0.557 ;; 2.550 ; -0.836 ; 0.549
2.560 ; 0.503 ;; 2.560 ; Infinity ;; 2.560 ; 0.503 ;; 2.560 ; NaN ;; 2.560 ; 0.396 ; 0.076 ;; 2.560 ; -0.852 ; 0.548 ;; 2.560 ; -0.841 ; 0.541
2.570 ; 0.503 ;; 2.570 ; Infinity ;; 2.570 ; 0.503 ;; 2.570 ; NaN ;; 2.570 ; 0.395 ; 0.075 ;; 2.570 ; -0.857 ; 0.540 ;; 2.570 ; -0.846 ; 0.532
2.580 ; 0.503 ;; 2.580 ; Infinity ;; 2.580 ; 0.503 ;; 2.580 ; NaN ;; 2.580 ; 0.395 ; 0.074 ;; 2.580 ; -0.863 ; 0.531 ;; 2.580 ; -0.852 ; 0.524
2.590 ; 0.503 ;; 2.590 ; Infinity ;; 2.590 ; 0.503 ;; 2.590 ; NaN ;; 2.590 ; 0.395 ; 0.073 ;; 2.590 ; -0.868 ; 0.522 ;; 2.590 ; -0.857 ; 0.515
2.600 ; 0.503 ;; 2.600 ; Infinity ;; 2.600 ; 0.503 ;; 2.600 ; NaN ;; 2.600 ; 0.395 ; 0.073 ;; 2.600 ; -0.873 ; 0.514 ;; 2.600 ; -0.862 ; 0.507
2.610 ; 0.503 ;; 2.610 ; Infinity ;; 2.610 ; 0.503 ;; 2.610 ; NaN ;; 2.610 ; 0.394 ; 0.072 ;; 2.610 ; -0.878 ; 0.505 ;; 2.610 ; -0.867 ; 0.498
2.620 ; 0.502 ;; 2.620 ; Infinity ;; 2.620 ; 0.503 ;; 2.620 ; NaN ;; 2.620 ; 0.394 ; 0.071 ;; 2.620 ; -0.883 ; 0.496 ;; 2.620 ; -0.872 ; 0.490
2.630 ; 0.502 ;; 2.630 ; Infinity ;; 2.630 ; 0.503 ;; 2.630 ; NaN ;; 2.630 ; 0.394 ; 0.070 ;; 2.630 ; -0.888 ; 0.487 ;; 2.630 ; -0.877 ; 0.481
2.640 ; 0.502 ;; 2.640 ; Infinity ;; 2.640 ; 0.503 ;; 2.640 ; NaN ;; 2.640 ; 0.393 ; 0.070 ;; 2.640 ; -0.893 ; 0.478 ;; 2.640 ; -0.882 ; 0.472
2.650 ; 0.502 ;; 2.650 ; Infinity ;; 2.650 ; 0.503 ;; 2.650 ; NaN ;; 2.650 ; 0.393 ; 0.069 ;; 2.650 ; -0.898 ; 0.469 ;; 2.650 ; -0.886 ; 0.463
2.660 ; 0.502 ;; 2.660 ; Infinity ;; 2.660 ; 0.503 ;; 2.660 ; NaN ;; 2.660 ; 0.393 ; 0.068 ;; 2.660 ; -0.903 ; 0.460 ;; 2.660 ; -0.891 ; 0.454
2.670 ; 0.502 ;; 2.670 ; Infinity ;; 2.670 ; 0.502 ;; 2.670 ; NaN ;; 2.670 ; 0.393 ; 0.068 ;; 2.670 ; -0.907 ; 0.451 ;; 2.670 ; -0.895 ; 0.445
2.680 ; 0.502 ;; 2.680 ; Infinity ;; 2.680 ; 0.502 ;; 2.680 ; NaN ;; 2.680 ; 0.392 ; 0.067 ;; 2.680 ; -0.912 ; 0.442 ;; 2.680 ; -0.900 ; 0.436
2.690 ; 0.502 ;; 2.690 ; Infinity ;; 2.690 ; 0.502 ;; 2.690 ; NaN ;; 2.690 ; 0.392 ; 0.066 ;; 2.690 ; -0.916 ; 0.433 ;; 2.690 ; -0.904 ; 0.427
2.700 ; 0.502 ;; 2.700 ; Infinity ;; 2.700 ; 0.502 ;; 2.700 ; NaN ;; 2.700 ; 0.392 ; 0.066 ;; 2.700 ; -0.921 ; 0.424 ;; 2.700 ; -0.908 ; 0.418
2.710 ; 0.502 ;; 2.710 ; Infinity ;; 2.710 ; 0.502 ;; 2.710 ; NaN ;; 2.710 ; 0.392 ; 0.065 ;; 2.710 ; -0.925 ; 0.415 ;; 2.710 ; -0.912 ; 0.409
2.720 ; 0.502 ;; 2.720 ; Infinity ;; 2.720 ; 0.502 ;; 2.720 ; NaN ;; 2.720 ; 0.391 ; 0.064 ;; 2.720 ; -0.929 ; 0.406 ;; 2.720 ; -0.917 ; 0.400
2.730 ; 0.502 ;; 2.730 ; Infinity ;; 2.730 ; 0.502 ;; 2.730 ; NaN ;; 2.730 ; 0.391 ; 0.064 ;; 2.730 ; -0.933 ; 0.396 ;; 2.730 ; -0.920 ; 0.391
2.740 ; 0.502 ;; 2.740 ; Infinity ;; 2.740 ; 0.502 ;; 2.740 ; NaN ;; 2.740 ; 0.391 ; 0.063 ;; 2.740 ; -0.937 ; 0.387 ;; 2.740 ; -0.924 ; 0.382
2.750 ; 0.502 ;; 2.750 ; Infinity ;; 2.750 ; 0.502 ;; 2.750 ; NaN ;; 2.750 ; 0.391 ; 0.062 ;; 2.750 ; -0.941 ; 0.378 ;; 2.750 ; -0.928 ; 0.372
2.760 ; 0.502 ;; 2.760 ; Infinity ;; 2.760 ; 0.502 ;; 2.760 ; NaN ;; 2.760 ; 0.390 ; 0.062 ;; 2.760 ; -0.945 ; 0.368 ;; 2.760 ; -0.932 ; 0.363
2.770 ; 0.502 ;; 2.770 ; Infinity ;; 2.770 ; 0.502 ;; 2.770 ; NaN ;; 2.770 ; 0.390 ; 0.061 ;; 2.770 ; -0.948 ; 0.359 ;; 2.770 ; -0.935 ; 0.354
2.780 ; 0.502 ;; 2.780 ; Infinity ;; 2.780 ; 0.502 ;; 2.780 ; NaN ;; 2.780 ; 0.390 ; 0.061 ;; 2.780 ; -0.952 ; 0.349 ;; 2.780 ; -0.939 ; 0.344
2.790 ; 0.502 ;; 2.790 ; Infinity ;; 2.790 ; 0.502 ;; 2.790 ; NaN ;; 2.790 ; 0.390 ; 0.060 ;; 2.790 ; -0.955 ; 0.340 ;; 2.790 ; -0.942 ; 0.335
2.800 ; 0.502 ;; 2.800 ; Infinity ;; 2.800 ; 0.502 ;; 2.800 ; NaN ;; 2.800 ; 0.389 ; 0.059 ;; 2.800 ; -0.959 ; 0.330 ;; 2.800 ; -0.946 ; 0.326
2.810 ; 0.502 ;; 2.810 ; Infinity ;; 2.810 ; 0.502 ;; 2.810 ; NaN ;; 2.810 ; 0.389 ; 0.059 ;; 2.810 ; -0.962 ; 0.321 ;; 2.810 ; -0.949 ; 0.316
2.820 ; 0.502 ;; 2.820 ; Infinity ;; 2.820 ; 0.502 ;; 2.820 ; NaN ;; 2.820 ; 0.389 ; 0.058 ;; 2.820 ; -0.965 ; 0.311 ;; 2.820 ; -0.952 ; 0.307
2.830 ; 0.502 ;; 2.830 ; Infinity ;; 2.830 ; 0.502 ;; 2.830 ; NaN ;; 2.830 ; 0.389 ; 0.058 ;; 2.830 ; -0.968 ; 0.301 ;; 2.830 ; -0.955 ; 0.297
2.840 ; 0.502 ;; 2.840 ; Infinity ;; 2.840 ; 0.502 ;; 2.840 ; NaN ;; 2.840 ; 0.388 ; 0.057 ;; 2.840 ; -0.972 ; 0.292 ;; 2.840 ; -0.958 ; 0.287
2.850 ; 0.502 ;; 2.850 ; Infinity ;; 2.850 ; 0.502 ;; 2.850 ; NaN ;; 2.850 ; 0.388 ; 0.056 ;; 2.850 ; -0.974 ; 0.282 ;; 2.850 ; -0.961 ; 0.278
2.860 ; 0.502 ;; 2.860 ; Infinity ;; 2.860 ; 0.502 ;; 2.860 ; NaN ;; 2.860 ; 0.388 ; 0.056 ;; 2.860 ; -0.977 ; 0.272 ;; 2.860 ; -0.963 ; 0.268
2.870 ; 0.501 ;; 2.870 ; Infinity ;; 2.870 ; 0.502 ;; 2.870 ; NaN ;; 2.870 ; 0.388 ; 0.055 ;; 2.870 ; -0.980 ; 0.262 ;; 2.870 ; -0.966 ; 0.259
2.880 ; 0.501 ;; 2.880 ; Infinity ;; 2.880 ; 0.502 ;; 2.880 ; NaN ;; 2.880 ; 0.388 ; 0.055 ;; 2.880 ; -0.983 ; 0.253 ;; 2.880 ; -0.969 ; 0.249
2.890 ; 0.501 ;; 2.890 ; Infinity ;; 2.890 ; 0.502 ;; 2.890 ; NaN ;; 2.890 ; 0.387 ; 0.054 ;; 2.890 ; -0.985 ; 0.243 ;; 2.890 ; -0.971 ; 0.239
2.900 ; 0.501 ;; 2.900 ; Infinity ;; 2.900 ; 0.502 ;; 2.900 ; NaN ;; 2.900 ; 0.387 ; 0.054 ;; 2.900 ; -0.988 ; 0.233 ;; 2.900 ; -0.973 ; 0.229
2.910 ; 0.501 ;; 2.910 ; Infinity ;; 2.910 ; 0.502 ;; 2.910 ; NaN ;; 2.910 ; 0.387 ; 0.053 ;; 2.910 ; -0.990 ; 0.223 ;; 2.910 ; -0.976 ; 0.220
2.920 ; 0.501 ;; 2.920 ; Infinity ;; 2.920 ; 0.502 ;; 2.920 ; NaN ;; 2.920 ; 0.387 ; 0.053 ;; 2.920 ; -0.992 ; 0.213 ;; 2.920 ; -0.978 ; 0.210
2.930 ; 0.501 ;; 2.930 ; Infinity ;; 2.930 ; 0.501 ;; 2.930 ; NaN ;; 2.930 ; 0.387 ; 0.052 ;; 2.930 ; -0.994 ; 0.203 ;; 2.930 ; -0.980 ; 0.200
2.940 ; 0.501 ;; 2.940 ; Infinity ;; 2.940 ; 0.501 ;; 2.940 ; NaN ;; 2.940 ; 0.386 ; 0.052 ;; 2.940 ; -0.996 ; 0.193 ;; 2.940 ; -0.982 ; 0.190
2.950 ; 0.501 ;; 2.950 ; Infinity ;; 2.950 ; 0.501 ;; 2.950 ; NaN ;; 2.950 ; 0.386 ; 0.051 ;; 2.950 ; -0.998 ; 0.183 ;; 2.950 ; -0.984 ; 0.181
2.960 ; 0.501 ;; 2.960 ; Infinity ;; 2.960 ; 0.501 ;; 2.960 ; NaN ;; 2.960 ; 0.386 ; 0.051 ;; 2.960 ; -1.000 ; 0.173 ;; 2.960 ; -0.985 ; 0.171
2.970 ; 0.501 ;; 2.970 ; Infinity ;; 2.970 ; 0.501 ;; 2.970 ; NaN ;; 2.970 ; 0.386 ; 0.050 ;; 2.970 ; -1.002 ; 0.163 ;; 2.970 ; -0.987 ; 0.161
2.980 ; 0.501 ;; 2.980 ; Infinity ;; 2.980 ; 0.501 ;; 2.980 ; NaN ;; 2.980 ; 0.386 ; 0.050 ;; 2.980 ; -1.003 ; 0.153 ;; 2.980 ; -0.989 ; 0.151
2.990 ; 0.501 ;; 2.990 ; Infinity ;; 2.990 ; 0.501 ;; 2.990 ; NaN ;; 2.990 ; 0.385 ; 0.049 ;; 2.990 ; -1.005 ; 0.143 ;; 2.990 ; -0.990 ; 0.141
3.000 ; 0.501 ;; 3.000 ; Infinity ;; 3.000 ; 0.501 ;; 3.000 ; NaN ;; 3.000 ; 0.385 ; 0.049 ;; 3.000 ; -1.006 ; 0.133 ;; 3.000 ; -0.991 ; 0.131
3.010 ; 0.501 ;; 3.010 ; Infinity ;; 3.010 ; 0.501 ;; 3.010 ; NaN ;; 3.010 ; 0.385 ; 0.048 ;; 3.010 ; -1.008 ; 0.123 ;; 3.010 ; -0.993 ; 0.121
3.020 ; 0.501 ;; 3.020 ; Infinity ;; 3.020 ; 0.501 ;; 3.020 ; NaN ;; 3.020 ; 0.385 ; 0.048 ;; 3.020 ; -1.009 ; 0.113 ;; 3.020 ; -0.994 ; 0.111
3.030 ; 0.501 ;; 3.030 ; Infinity ;; 3.030 ; 0.501 ;; 3.030 ; NaN ;; 3.030 ; 0.385 ; 0.047 ;; 3.030 ; -1.010 ; 0.103 ;; 3.030 ; -0.995 ; 0.101
3.040 ; 0.501 ;; 3.040 ; Infinity ;; 3.040 ; 0.501 ;; 3.040 ; NaN ;; 3.040 ; 0.384 ; 0.047 ;; 3.040 ; -1.011 ; 0.093 ;; 3.040 ; -0.996 ; 0.091
3.050 ; 0.501 ;; 3.050 ; Infinity ;; 3.050 ; 0.501 ;; 3.050 ; NaN ;; 3.050 ; 0.384 ; 0.046 ;; 3.050 ; -1.012 ; 0.083 ;; 3.050 ; -0.997 ; 0.081
3.060 ; 0.501 ;; 3.060 ; Infinity ;; 3.060 ; 0.501 ;; 3.060 ; NaN ;; 3.060 ; 0.384 ; 0.046 ;; 3.060 ; -1.013 ; 0.073 ;; 3.060 ; -0.997 ; 0.071
3.070 ; 0.501 ;; 3.070 ; Infinity ;; 3.070 ; 0.501 ;; 3.070 ; NaN ;; 3.070 ; 0.384 ; 0.045 ;; 3.070 ; -1.014 ; 0.063 ;; 3.070 ; -0.998 ; 0.062
3.080 ; 0.501 ;; 3.080 ; Infinity ;; 3.080 ; 0.501 ;; 3.080 ; NaN ;; 3.080 ; 0.384 ; 0.045 ;; 3.080 ; -1.014 ; 0.052 ;; 3.080 ; -0.999 ; 0.052
3.090 ; 0.501 ;; 3.090 ; Infinity ;; 3.090 ; 0.501 ;; 3.090 ; NaN ;; 3.090 ; 0.384 ; 0.044 ;; 3.090 ; -1.015 ; 0.042 ;; 3.090 ; -0.999 ; 0.042
3.100 ; 0.501 ;; 3.100 ; Infinity ;; 3.100 ; 0.501 ;; 3.100 ; NaN ;; 3.100 ; 0.383 ; 0.044 ;; 3.100 ; -1.015 ; 0.032 ;; 3.100 ; -1.000 ; 0.032
3.110 ; 0.501 ;; 3.110 ; Infinity ;; 3.110 ; 0.501 ;; 3.110 ; NaN ;; 3.110 ; 0.383 ; 0.043 ;; 3.110 ; -1.015 ; 0.022 ;; 3.110 ; -1.000 ; 0.022
3.120 ; 0.501 ;; 3.120 ; Infinity ;; 3.120 ; 0.501 ;; 3.120 ; NaN ;; 3.120 ; 0.383 ; 0.043 ;; 3.120 ; -1.016 ; 0.012 ;; 3.120 ; -1.000 ; 0.012
3.130 ; 0.501 ;; 3.130 ; Infinity ;; 3.130 ; 0.501 ;; 3.130 ; NaN ;; 3.130 ; 0.383 ; 0.043 ;; 3.130 ; -1.016 ; 0.002 ;; 3.130 ; -1.000 ; 0.002
3.140 ; 0.501 ;; 3.140 ; Infinity ;; 3.140 ; 0.501 ;; 3.140 ; NaN ;; 3.140 ; 0.383 ; 0.042 ;; 3.140 ; -1.016 ; -0.008 ;; 3.140 ; -1.000 ; -0.008
3.150 ; 0.501 ;; 3.150 ; Infinity ;; 3.150 ; 0.501 ;; 3.150 ; NaN ;; 3.150 ; 0.383 ; 0.042 ;; 3.150 ; -1.016 ; -0.019 ;; 3.150 ; -1.000 ; -0.018
3.160 ; 0.501 ;; 3.160 ; Infinity ;; 3.160 ; 0.501 ;; 3.160 ; NaN ;; 3.160 ; 0.382 ; 0.041 ;; 3.160 ; -1.016 ; -0.029 ;; 3.160 ; -1.000 ; -0.028
3.170 ; 0.501 ;; 3.170 ; Infinity ;; 3.170 ; 0.501 ;; 3.170 ; NaN ;; 3.170 ; 0.382 ; 0.041 ;; 3.170 ; -1.015 ; -0.039 ;; 3.170 ; -0.999 ; -0.038
3.180 ; 0.501 ;; 3.180 ; Infinity ;; 3.180 ; 0.501 ;; 3.180 ; NaN ;; 3.180 ; 0.382 ; 0.041 ;; 3.180 ; -1.015 ; -0.049 ;; 3.180 ; -0.999 ; -0.048
3.190 ; 0.501 ;; 3.190 ; Infinity ;; 3.190 ; 0.501 ;; 3.190 ; NaN ;; 3.190 ; 0.382 ; 0.040 ;; 3.190 ; -1.014 ; -0.059 ;; 3.190 ; -0.998 ; -0.058
3.200 ; 0.501 ;; 3.200 ; Infinity ;; 3.200 ; 0.501 ;; 3.200 ; NaN ;; 3.200 ; 0.382 ; 0.040 ;; 3.200 ; -1.014 ; -0.069 ;; 3.200 ; -0.998 ; -0.068
3.210 ; 0.501 ;; 3.210 ; Infinity ;; 3.210 ; 0.501 ;; 3.210 ; NaN ;; 3.210 ; 0.382 ; 0.039 ;; 3.210 ; -1.013 ; -0.079 ;; 3.210 ; -0.997 ; -0.078
3.220 ; 0.501 ;; 3.220 ; Infinity ;; 3.220 ; 0.501 ;; 3.220 ; NaN ;; 3.220 ; 0.382 ; 0.039 ;; 3.220 ; -1.012 ; -0.090 ;; 3.220 ; -0.996 ; -0.088
3.230 ; 0.501 ;; 3.230 ; Infinity ;; 3.230 ; 0.501 ;; 3.230 ; NaN ;; 3.230 ; 0.381 ; 0.039 ;; 3.230 ; -1.011 ; -0.100 ;; 3.230 ; -0.995 ; -0.098
3.240 ; 0.501 ;; 3.240 ; Infinity ;; 3.240 ; 0.501 ;; 3.240 ; NaN ;; 3.240 ; 0.381 ; 0.038 ;; 3.240 ; -1.010 ; -0.110 ;; 3.240 ; -0.994 ; -0.108
3.250 ; 0.501 ;; 3.250 ; Infinity ;; 3.250 ; 0.501 ;; 3.250 ; NaN ;; 3.250 ; 0.381 ; 0.038 ;; 3.250 ; -1.009 ; -0.120 ;; 3.250 ; -0.993 ; -0.118
3.260 ; 0.501 ;; 3.260 ; Infinity ;; 3.260 ; 0.501 ;; 3.260 ; NaN ;; 3.260 ; 0.381 ; 0.037 ;; 3.260 ; -1.008 ; -0.130 ;; 3.260 ; -0.992 ; -0.128
3.270 ; 0.501 ;; 3.270 ; Infinity ;; 3.270 ; 0.501 ;; 3.270 ; NaN ;; 3.270 ; 0.381 ; 0.037 ;; 3.270 ; -1.007 ; -0.140 ;; 3.270 ; -0.990 ; -0.138
3.280 ; 0.501 ;; 3.280 ; Infinity ;; 3.280 ; 0.501 ;; 3.280 ; NaN ;; 3.280 ; 0.381 ; 0.037 ;; 3.280 ; -1.005 ; -0.150 ;; 3.280 ; -0.989 ; -0.148
3.290 ; 0.501 ;; 3.290 ; Infinity ;; 3.290 ; 0.501 ;; 3.290 ; NaN ;; 3.290 ; 0.381 ; 0.036 ;; 3.290 ; -1.004 ; -0.160 ;; 3.290 ; -0.987 ; -0.158
3.300 ; 0.501 ;; 3.300 ; Infinity ;; 3.300 ; 0.501 ;; 3.300 ; NaN ;; 3.300 ; 0.380 ; 0.036 ;; 3.300 ; -1.002 ; -0.170 ;; 3.300 ; -0.986 ; -0.168
3.310 ; 0.501 ;; 3.310 ; Infinity ;; 3.310 ; 0.501 ;; 3.310 ; NaN ;; 3.310 ; 0.380 ; 0.036 ;; 3.310 ; -1.001 ; -0.180 ;; 3.310 ; -0.984 ; -0.178
3.320 ; 0.501 ;; 3.320 ; Infinity ;; 3.320 ; 0.501 ;; 3.320 ; NaN ;; 3.320 ; 0.380 ; 0.035 ;; 3.320 ; -0.999 ; -0.190 ;; 3.320 ; -0.982 ; -0.187
3.330 ; 0.501 ;; 3.330 ; Infinity ;; 3.330 ; 0.501 ;; 3.330 ; NaN ;; 3.330 ; 0.380 ; 0.035 ;; 3.330 ; -0.997 ; -0.200 ;; 3.330 ; -0.980 ; -0.197
3.340 ; 0.501 ;; 3.340 ; Infinity ;; 3.340 ; 0.501 ;; 3.340 ; NaN ;; 3.340 ; 0.380 ; 0.034 ;; 3.340 ; -0.995 ; -0.210 ;; 3.340 ; -0.978 ; -0.207
3.350 ; 0.501 ;; 3.350 ; Infinity ;; 3.350 ; 0.501 ;; 3.350 ; NaN ;; 3.350 ; 0.380 ; 0.034 ;; 3.350 ; -0.993 ; -0.220 ;; 3.350 ; -0.976 ; -0.217
3.360 ; 0.501 ;; 3.360 ; Infinity ;; 3.360 ; 0.501 ;; 3.360 ; NaN ;; 3.360 ; 0.380 ; 0.034 ;; 3.360 ; -0.991 ; -0.230 ;; 3.360 ; -0.974 ; -0.226
3.370 ; 0.501 ;; 3.370 ; Infinity ;; 3.370 ; 0.501 ;; 3.370 ; NaN ;; 3.370 ; 0.379 ; 0.033 ;; 3.370 ; -0.988 ; -0.240 ;; 3.370 ; -0.972 ; -0.236
3.380 ; 0.501 ;; 3.380 ; Infinity ;; 3.380 ; 0.501 ;; 3.380 ; NaN ;; 3.380 ; 0.379 ; 0.033 ;; 3.380 ; -0.986 ; -0.250 ;; 3.380 ; -0.969 ; -0.246
3.390 ; 0.501 ;; 3.390 ; Infinity ;; 3.390 ; 0.501 ;; 3.390 ; NaN ;; 3.390 ; 0.379 ; 0.033 ;; 3.390 ; -0.983 ; -0.260 ;; 3.390 ; -0.967 ; -0.256
3.400 ; 0.501 ;; 3.400 ; Infinity ;; 3.400 ; 0.501 ;; 3.400 ; NaN ;; 3.400 ; 0.379 ; 0.032 ;; 3.400 ; -0.981 ; -0.270 ;; 3.400 ; -0.964 ; -0.265
3.410 ; 0.500 ;; 3.410 ; Infinity ;; 3.410 ; 0.501 ;; 3.410 ; NaN ;; 3.410 ; 0.379 ; 0.032 ;; 3.410 ; -0.978 ; -0.279 ;; 3.410 ; -0.961 ; -0.275
3.420 ; 0.500 ;; 3.420 ; Infinity ;; 3.420 ; 0.501 ;; 3.420 ; NaN ;; 3.420 ; 0.379 ; 0.032 ;; 3.420 ; -0.975 ; -0.289 ;; 3.420 ; -0.959 ; -0.284
3.430 ; 0.500 ;; 3.430 ; Infinity ;; 3.430 ; 0.501 ;; 3.430 ; NaN ;; 3.430 ; 0.379 ; 0.032 ;; 3.430 ; -0.972 ; -0.299 ;; 3.430 ; -0.956 ; -0.294
3.440 ; 0.500 ;; 3.440 ; Infinity ;; 3.440 ; 0.501 ;; 3.440 ; NaN ;; 3.440 ; 0.379 ; 0.031 ;; 3.440 ; -0.969 ; -0.309 ;; 3.440 ; -0.953 ; -0.304
3.450 ; 0.500 ;; 3.450 ; Infinity ;; 3.450 ; 0.501 ;; 3.450 ; NaN ;; 3.450 ; 0.378 ; 0.031 ;; 3.450 ; -0.966 ; -0.318 ;; 3.450 ; -0.950 ; -0.313
3.460 ; 0.500 ;; 3.460 ; Infinity ;; 3.460 ; 0.501 ;; 3.460 ; NaN ;; 3.460 ; 0.378 ; 0.031 ;; 3.460 ; -0.963 ; -0.328 ;; 3.460 ; -0.947 ; -0.323
