t,x,y
0,1,1
0.01,0.99,NaN
0.02,0.98,NaN
0.03,0.97,NaN
0.04,0.96,NaN
0.05,0.95,NaN
0.060000000000000005,0.94,NaN
0.07,0.9299999999999999,NaN
0.08,0.9199999999999999,NaN
0.09,0.9099999999999999,NaN
0.09999999999999999,0.8999999999999999,NaN
0.10999999999999999,0.8899999999999999,NaN
0.11999999999999998,0.8799999999999999,NaN
0.12999999999999998,0.8699999999999999,NaN
0.13999999999999999,0.8599999999999999,NaN
0.15,0.8499999999999999,NaN
0.16,0.8399999999999999,NaN
0.17,0.8299999999999998,NaN
0.18000000000000002,0.8199999999999998,NaN
0.19000000000000003,0.8099999999999998,NaN
0.20000000000000004,0.7999999999999998,NaN
0.21000000000000005,0.7899999999999998,NaN
0.22000000000000006,0.7799999999999998,NaN
0.23000000000000007,0.7699999999999998,NaN
0.24000000000000007,0.7599999999999998,NaN
0.25000000000000006,0.7499999999999998,NaN
0.26000000000000006,0.7399999999999998,NaN
0.2700000000000001,0.7299999999999998,NaN
0.2800000000000001,0.7199999999999998,NaN
0.2900000000000001,0.7099999999999997,NaN
0.3000000000000001,0.6999999999999997,NaN
0.3100000000000001,0.6899999999999997,NaN
0.3200000000000001,0.6799999999999997,NaN
0.3300000000000001,0.6699999999999997,NaN
0.34000000000000014,0.6599999999999997,NaN
0.35000000000000014,0.6499999999999997,NaN
0.36000000000000015,0.6399999999999997,NaN
0.37000000000000016,0.6299999999999997,NaN
0.38000000000000017,0.6199999999999997,NaN
0.3900000000000002,0.6099999999999997,NaN
0.4000000000000002,0.5999999999999996,NaN
0.4100000000000002,0.5899999999999996,NaN
0.4200000000000002,0.5799999999999996,NaN
0.4300000000000002,0.5699999999999996,NaN
0.4400000000000002,0.5599999999999996,NaN
0.45000000000000023,0.5499999999999996,NaN
0.46000000000000024,0.5399999999999996,NaN
0.47000000000000025,0.5299999999999996,NaN
0.48000000000000026,0.5199999999999996,NaN
0.49000000000000027,0.5099999999999996,NaN
0.5000000000000002,0.49999999999999956,NaN
0.5100000000000002,0.48999999999999955,NaN
0.5200000000000002,0.47999999999999954,NaN
0.5300000000000002,0.46999999999999953,NaN
0.5400000000000003,0.4599999999999995,NaN
0.5500000000000003,0.4499999999999995,NaN
0.5600000000000003,0.4399999999999995,NaN
0.5700000000000003,0.4299999999999995,NaN
0.5800000000000003,0.4199999999999995,NaN
0.5900000000000003,0.4099999999999995,NaN
0.6000000000000003,0.39999999999999947,NaN
0.6100000000000003,0.38999999999999946,NaN
0.6200000000000003,0.37999999999999945,NaN
0.6300000000000003,0.36999999999999944,NaN
0.6400000000000003,0.35999999999999943,NaN
0.6500000000000004,0.3499999999999994,NaN
0.6600000000000004,0.3399999999999994,NaN
0.6700000000000004,0.3299999999999994,NaN
0.6800000000000004,0.3199999999999994,NaN
0.6900000000000004,0.3099999999999994,NaN
0.7000000000000004,0.2999999999999994,NaN
0.7100000000000004,0.28999999999999937,NaN
0.7200000000000004,0.27999999999999936,NaN
0.7300000000000004,0.26999999999999935,NaN
0.7400000000000004,0.25999999999999934,NaN
0.7500000000000004,0.24999999999999933,NaN
0.7600000000000005,0.23999999999999932,NaN
0.7700000000000005,0.22999999999999932,NaN
0.7800000000000005,0.2199999999999993,NaN
0.7900000000000005,0.2099999999999993,NaN
0.8000000000000005,0.1999999999999993,NaN
0.8100000000000005,0.18999999999999928,NaN
0.8200000000000005,0.17999999999999927,NaN
0.8300000000000005,0.16999999999999926,NaN
0.8400000000000005,0.15999999999999925,NaN
0.8500000000000005,0.14999999999999925,NaN
0.8600000000000005,0.13999999999999924,NaN
0.8700000000000006,0.12999999999999923,NaN
0.8800000000000006,0.11999999999999923,NaN
0.8900000000000006,0.10999999999999924,NaN
0.9000000000000006,0.09999999999999924,NaN
0.9100000000000006,0.08999999999999925,NaN
0.9200000000000006,0.07999999999999925,NaN
0.9300000000000006,0.06999999999999926,NaN
0.9400000000000006,0.059999999999999255,NaN
0.9500000000000006,0.04999999999999925,NaN
0.9600000000000006,0.03999999999999925,NaN
0.9700000000000006,0.02999999999999925,NaN
0.9800000000000006,0.019999999999999248,NaN
0.9900000000000007,0.009999999999999247,NaN
1.0000000000000007,-7.528699885739343e-16,NaN
