1.0,2.0
-1.205,2.0900002
-2.597975,0.15905029
-1.6889405,-2.2435424
1.0142685,-2.8549542
3.1729486,-0.78585625
2.595175,2.3880692
-0.60513294,3.7565584
-3.7409568,1.6905328
-3.7473488,-2.360994
-0.10477781,-4.7774057
4.237322,-2.9368567
5.1643777,2.06616
1.2132609,5.877305
-4.567684,4.588931
-6.84781,-1.3805013
-2.8319957,-6.9844265
4.600946,-6.70453
8.77164,0.15165615
5.0826354,7.9847107
-4.1620703,9.325274
-10.869179,1.8026752
-8.089569,-8.709669
3.0254083,-12.462865
13.016696,-4.6925373
11.968218,8.922966
-0.90957975,16.08056
-15.013704,8.749312
-16.807533,-8.306492
-2.5246406,-20.069141
16.560066,-14.213316
22.645224,6.447137
7.671485,24.216747
-17.23054,21.313301
-29.434143,-2.8260708
-14.9698515,-28.172241
16.447954,-30.23535
36.998344,-3.1868753
24.882202,31.40232
-13.457178,41.07836
-44.977547,12.330165
-37.85879,-33.143345
7.303028,-53.793198
52.75918,-25.43423
54.28252,32.34989
3.183195,68.102455
-59.39821,43.385834
-74.38918,-27.643814
-19.382133,-83.39833
63.526127,-67.06593
98.15739,17.26928
42.861298,98.61687
-63.2527,97.252205
-125.162346,0.9376297
-75.31546,-112.08823
56.066696,-134.47641
154.38846,-29.553444
118.45923,121.36531
-38.74553,178.82565
-183.99667,71.5303
-173.85529,-123.03647
7.288925,-229.67645
211.04572,-130.09747
242.65993,112.53313
43.10285,285.35117
-231.16986,208.5765
-325.26495,-83.949844
-117.97779,-342.6886
238.22296,-310.0797
420.8144,29.903214
223.47166,396.52533
-223.90714,437.05707
-526.5761,58.532562
-365.99213,-439.0916
177.41711,-590.6524
637.1503,-191.76279
551.6909,459.33643
-85.14667,769.827
-743.5066,381.4151
-785.66,-442.21396
-69.47516,-970.21124
831.8524,-639.80334
1070.7751,367.9842
305.9254,1182.6482
-882.3577,979.0086
-1406.1106,-211.61179
-646.18524,-1391.4086
867.7875,-1409.4548
1784.843,-57.616943
1113.8369,1572.0765
-752.13586,1937.8389
-2191.576,476.09186
-1732.4705,-1689.1437
489.4093,-2564.264
2599.036,-1085.2688
2523.1685,1693.3973
-22.772339,3278.423
-2964.1304,1930.1667
-3500.8076,-1519.2682
-715.63916,-4054.6914
3223.4167,-3056.6167
4668.888,1082.388
1803.8397,4846.02
-3288.1328,4506.838
-6012.5933,-277.75098
-3327.517,-5576.5957
3039.0637,-6312.84
7489.7983,-1020.98267
5375.3145,6133.334
-2321.6885,8487.117
-9019.811,2960.3154
-8031.0713,-6356.4414
942.3096,-11010.047
10469.717,-5702.9
11362.092,6029.5186
1333.8779,13813.447
-11638.445,9419.491
-15402.418,-4870.0034
-4781.436,-16759.828
12238.891,-14275.391
20129.992,2521.1426
9708.318,19617.074
-11878.917,20409.645
-25436.637,1452.7129
-16442.242,-22028.61
10042.613,-27905.04
31089.889,-7565.1465
25307.117,23479.637
-6073.9355,36746.79
-36686.1,16397.797
-36586.246,-23260.8
-834.0957,-46767.797
41594.734,-28577.525
50468.64,20431.633
11640.375,57578.598
-44894.715,44735.605
-66974.4,-13787.557
-27440.967,-68480.555
45305.12,-65442.8
85855.07,1836.1387
49431.242,78362.07
-41114.27,91113.55
-106465.18,17209.725
-78835.54,-85578.875
30113.84,-121871.414
127602.01,-45411.04
116793.125,87822.234
-9548.094,157368.03
-147312.33,85040.7
-164187.47,-81981.875
-23907.86,-196547.94
162667.97,-138463.1
221404.22,64015.625
74121.445,237353.1
-169515.52,207934.38
-288002.66,-28843.0
-145402.89,-276363.97
162212.84,-295299.2
362285.88,-29711.469
242300.42,308378.94
-133372.28,401555.84
-440756.75,118890.69
-369251.9,-325941.1
73642.08,-526261.7
517452.53,-246847.86
530047.3,318832.8
28428.64,666748.1
-583158.3,422300.88
-727050.0,-273573.44
-186378.67,-817121.25
624513.8,-653928.0
960120.9,172975.28
415594.22,967029.0
-623047.5,949417.06
-1225188.5,4160.4375
-732731.5,-1100194.1
554199.5,-1314073.9
1512415.2,-283094.44
1154672.1,1192732.5
-386429.38,1748880.8
-1803918.0,692797.6
-1696849.2,-1211311.5
80554.94,-2247894.5
2071035.2,-1264997.8
2370764.0,1111257.9
410472.62,2794886.0
-2271166.0,2032382.6
-3180488.2,-834781.7
-1141087.1,-3359134.2
2344274.0,-3025663.2
4117940.0,309577.0
2171555.0,3890344.2
-2209234.5,4269154.5
-5156733.5,551836.0
-3564909.0,-4312718.0
1760325.0,-5774485.0
6244430.0,-1851526.2
5381809.5,4518329.0
-864319.5,7532034.5
-7293101.0,3703673.0
