0.0, 1.0
0.0, 1.01
0.01, 1.020201
0.02, 1.03060910080401
0.03, 1.0412306519906105
0.04, 1.0520722646970584
0.05, 1.0631408251985064
0.06, 1.074443509340544
0.07, 1.0859877978881842
0.08, 1.0977814928598044
0.09, 1.1098327349204595
0.1, 1.1221500219154699
0.11, 1.1347422286323188
0.12, 1.1476186278867333
0.13, 1.1607889130374596
0.14, 1.1742632220437665
0.15, 1.1880521631902126
0.16, 1.202166842614822
0.17, 1.216618893789647
0.18, 1.2314205091169064
0.19, 1.2465844738196439
0.2, 1.262124202323326
0.21, 1.2780537773442289
0.22, 1.2943879919220673
0.23, 1.3111423946583878
0.24, 1.3283333384490932
0.25, 1.3459780330294464
0.26, 1.3640946016834246
0.27, 1.382702142506843
0.28, 1.4018207946557733
0.29, 1.4214718100590666
0.3, 1.4416776311269925
0.31, 1.462461975047912
0.32, 1.4838499253325224
0.33, 1.5058680313416157
0.34, 1.5285444166197824
0.35000000000000003, 1.5519088969555774
0.36, 1.5759931092000763
0.37, 1.6008306520025375
0.38, 1.626457239766446
0.39, 1.652910871294333
0.4, 1.6802320147787628
0.41000000000000003, 1.7084638110136379
0.42, 1.7376522969490702
0.43, 1.767846651999994
0.44, 1.79909946984987
0.45, 1.8314670588740107
0.46, 1.865009774751417
0.47000000000000003, 1.8997923893506004
0.48, 1.935884500576945
0.49, 1.9733609885726855
0.5, 2.012302524484891
0.51, 2.0527961389853737
0.52, 2.0949358588677063
0.53, 2.138823421395404
0.54, 2.184569077674499
0.55, 2.232292498225815
0.56, 2.2821237962021677
0.5700000000000001, 2.3342046864140897
0.58, 2.3886898015948645
0.59, 2.4457481912772976
0.6, 2.505565033428659
0.61, 2.5683435947960627
0.62, 2.634307483005362
0.63, 2.7037032421555427
0.64, 2.7768033543719666
0.65, 2.8539097230604806
0.66, 2.935357730134272
0.67, 3.021520980172862
0.68, 3.1128168705091097
0.6900000000000001, 3.209713159202371
0.7000000000000001, 3.3127357448459396
0.71, 3.4224779259977396
0.72, 3.5396114775371577
0.73, 3.6648999716562853
0.74, 3.7992148896787477
0.75, 3.9435552274583148
0.76, 4.099071505778452
0.77, 4.267095377873301
0.78, 4.4491764075119775
0.79, 4.647128114563589
0.8, 4.863086111695263
0.81, 5.099582176992897
0.8200000000000001, 5.3596395607919325
0.8300000000000001, 5.646896923007992
0.84, 5.965771371598763
0.85, 6.3216756521806365
0.86, 6.721311482694372
0.87, 7.173071763168363
0.88, 7.687601348363996
0.89, 8.278593493277675
0.9, 8.963944595547071
0.91, 9.767467622667446
0.92, 10.721501860266015
0.93, 11.87100788166289
0.9400000000000001, 13.280216162927916
0.9500000000000001, 15.043857576268834
0.96, 17.307034084019445
0.97, 20.302368371873555
0.98, 24.424229986946074
0.99, 30.38966009149843
1.0, 39.62497449626656
1.01, 55.326360534564316
1.02, 85.93642223457027
1.03, 159.7871088993537
1.04, 415.10631060349294
1.05, 2138.2388016319283
1.06, 47858.89052967537
1.07, 2.2952592917844184E7
1.08, 5.268238169115628E12
1.09, 2.775433340705361E23
1.1, 7.703030228698921E44
1.11, 5.933667470424936E87
1.12, 3.520840964957906E173
1.1300000000000001, Infinity
1.1400000000000001, Infinity
1.1500000000000001, Infinity
1.16, Infinity
1.17, Infinity
1.18, Infinity
1.19, Infinity
1.2, Infinity
1.21, Infinity
1.22, Infinity
1.23, Infinity
1.24, Infinity
1.25, Infinity
1.26, Infinity
1.27, Infinity
1.28, Infinity
1.29, Infinity
1.3, Infinity
1.31, Infinity
1.32, Infinity
1.33, Infinity
1.34, Infinity
1.35, Infinity
1.36, Infinity
1.37, Infinity
1.3800000000000001, Infinity
1.3900000000000001, Infinity
1.4000000000000001, Infinity
1.41, Infinity
1.42, Infinity
1.43, Infinity
1.44, Infinity
1.45, Infinity
1.46, Infinity
1.47, Infinity
1.48, Infinity
1.49, Infinity
1.5, Infinity
1.51, Infinity
1.52, Infinity
1.53, Infinity
1.54, Infinity
1.55, Infinity
1.56, Infinity
1.57, Infinity
1.58, Infinity
1.59, Infinity
1.6, Infinity
1.61, Infinity
1.62, Infinity
1.6300000000000001, Infinity
1.6400000000000001, Infinity
1.6500000000000001, Infinity
1.6600000000000001, Infinity
1.67, Infinity
1.68, Infinity
1.69, Infinity
1.7, Infinity
1.71, Infinity
1.72, Infinity
1.73, Infinity
1.74, Infinity
1.75, Infinity
1.76, Infinity
1.77, Infinity
1.78, Infinity
1.79, Infinity
1.8, Infinity
1.81, Infinity
1.82, Infinity
1.83, Infinity
1.84, Infinity
1.85, Infinity
1.86, Infinity
1.87, Infinity
1.8800000000000001, Infinity
1.8900000000000001, Infinity
1.9000000000000001, Infinity
1.9100000000000001, Infinity
1.92, Infinity
1.93, Infinity
1.94, Infinity
1.95, Infinity
1.96, Infinity
1.97, Infinity
1.98, Infinity
1.99, Infinity
2.0, Infinity
2.0100000000000002, Infinity
2.02, Infinity
2.0300000000000002, Infinity
2.04, Infinity
2.05, Infinity
2.06, Infinity
2.07, Infinity
2.08, Infinity
2.09, Infinity
2.1, Infinity
2.11, Infinity
2.12, Infinity
2.13, Infinity
2.14, Infinity
2.15, Infinity
2.16, Infinity
2.17, Infinity
2.18, Infinity
2.19, Infinity
2.2, Infinity
2.21, Infinity
2.22, Infinity
2.23, Infinity
2.24, Infinity
2.25, Infinity
2.2600000000000002, Infinity
2.27, Infinity
2.2800000000000002, Infinity
2.29, Infinity
2.3000000000000003, Infinity
2.31, Infinity
2.32, Infinity
2.33, Infinity
2.34, Infinity
2.35, Infinity
2.36, Infinity
2.37, Infinity
2.38, Infinity
2.39, Infinity
2.4, Infinity
2.41, Infinity
